name,rating,total_rating,salaries
Sheela Foam,4.0,(538),538
Stylebaazar,4.0,(540),540
Wellness Forever Medicare,3.8,(536),536
Morepen Laboratories,3.8,(536),536
Vestige,4.3,(536),536
Satyam Auto Components,3.8,(537),537
WAA SOLAR,5.0,(2),2
CDK Global,3.8,(535),535
African Industries,3.9,(536),536
Bharti Infratel,4.7,(535),535
Metro Group of Hospitals,3.8,(535),535
Coats,3.6,(534),534
Macquarie Group,3.1,(534),534
House Of Anita Dongre,3.9,(534),534
Amar Ujala,3.8,(534),534
JK Tech,3.8,(533),533
Williams Lea,3.6,(533),533
Wockhardt Hospital,3.8,(533),533
Chaayos,3.3,(533),533
Dalmia Bharat Group,3.8,(533),533
Metriqe Solutions,3.9,(533),533
EC-Council,3.9,(532),532
TÜV Rheinland,4.2,(531),531
Galaxy Surfactants,3.9,(531),531
Stock Holding Corporation of India,3.6,(531),531
Addverb Technologies,3.4,(532),532
Hitech Projects Limited,4.6,(531),531
DM Immigration Consultant,1.0,(530),530
Hero Cycles,3.2,(530),530
FinThrive,3.4,(530),530
India Private Driver,,,--
AT&T,3.7,(529),529
LearningMate Solutions,2.9,(529),529
HSBC Global Banking and Markets,3.9,(530),530
Ramraj Cotton,4.0,(531),531
Walkaroo International,3.6,(529),529
Akal Information Systems,4.4,(528),528
Safari Industries India,4.0,(528),528
Jindal Power Limited,4.2,(530),530
MathCo,3.2,(528),528
Lakme,4.2,(528),528
Signature Global,3.8,(528),528
Micron Technology,3.7,(527),527
PEGATRON,3.9,(527),527
Muthoot MCred,3.4,(528),528
Foray Software,3.5,(527),527
CMR Green Technologies,3.4,(528),528
Telenor,4.1,(526),526
Kalyani Technoforge,3.9,(526),526
Great Learning,3.4,(526),526
CTS Consulting & Technical Support,3.7,(526),526
Ascent Business Solutions,3.4,(526),526
Alchemy Techsol India,3.4,(526),526
Ziqitza Health Care,3.9,(525),525
Kandhari Beverages,3.7,(528),528
Vivanta by Taj,4.2,(525),525
Ge India Industrial,4.1,(525),525
Nivea,4.1,(524),524
BKT Tyres,4.2,(524),524
MindGate Solutions,3.1,(524),524
Hindusthan National Glass,3.8,(523),523
Axa XL,3.7,(522),522
Tradeshala,4.5,(522),522
ACTE,4.6,(522),522
Communications Test Design,3.7,(523),523
Gyan Dairy,4.0,(522),522
Securitas,3.8,(523),523
Aparna Enterprises,3.9,(521),521
BCG,3.6,(521),521
ZEISS India,3.6,(521),521
InCred Finance,3.8,(521),521
Bluestone.com,3.3,(521),521
ATS Infrastructure,4.1,(520),520
Karvy Data Management Services,4.0,(520),520
Johnson Matthey,3.8,(520),520
ServiceNow,3.8,(520),520
Protium Finance,3.7,(520),520
RapiPay,3.6,(519),519
Mobile Programming,2.8,(519),519
Yardi Systems,3.6,(519),519
Rusan Pharma,3.4,(519),519
Cairn Vedanta Oil and Gas,3.7,(519),519
Deloitte Digital,3.7,(518),518
Lotus Herbals Private Limited,4.1,(518),518
OMICS International,2.5,(517),517
Epiroc,4.0,(517),517
Athenahealth Technology,3.9,(517),517
Realty Assistant,3.7,(518),518
Sarovar Hotels & Resorts,4.0,(517),517
DiGibizz,,,--
QUICK HEAL TECHNOLOGIES,3.5,(517),517
QHTalbros,3.8,(516),516
Quikr,3.6,(516),516
Orcapod Consulting Services,2.9,(516),516
TRINAMIX,4.4,(516),516
Ministry of Defence,4.4,(515),515
Cuemath,3.4,(515),515
Poorvika Mobiles,3.9,(516),516
LIC Housing Finance,3.9,(517),517
Markets and Markets,2.7,(514),514
Mars International India,4.2,(515),515
Vishvaraj Environment,4.1,(514),514
Tractebel,4.1,(514),514
ASM Technologies,3.4,(513),513
Voltech,3.5,(512),512
Rakuten,3.5,(512),512
Pace Setters Business Solutions,3.4,(512),512
Centum Learning,3.8,(512),512
Hinduja Tech,3.1,(511),511
Nelito System,3.2,(511),511
IDS Infotech,3.8,(511),511
Techwave Consulting,3.6,(511),511
Hinduja Tech,3.1,(511),511
Sri Krishna Pharmaceuticals,3.9,(510),510
Par Health,4.2,(510),510
Gilbarco Veeder Root,3.7,(510),510
LogixHealth,3.4,(510),510
Iol Chemicals & Pharmaceuticals,3.8,(509),509
Emerson Electric Co.,4.0,(508),508
Pepperfry,3.0,(508),508
Leighton Contractors,4.0,(508),508
2COMS,3.1,(508),508
N+A,3.8,(508),508
QBurst Technologies,4.2,(508),508
Comcast,3.9,(507),507
Infovision,3.6,(507),507
EID Parry (India),3.9,(507),507
Romsons Group Of Industries,3.7,(506),506
Saxo Bank,3.8,(507),507
Namaste India Foods,4.0,(506),506
Romsons Group Of Industries,3.7,(506),506
KRBL Limited,3.8,(506),506
Moon Beverages,3.8,(506),506
Global Autotech,3.9,(506),506
India Post,3.7,(505),505
Value Point Systems,3.5,(506),506
CARE,4.3,(505),505
BharatMatrimony.com,3.9,(505),505
CollegeDekho,2.7,(507),507
MediBuddy,3.3,(506),506
Varuna Integrated Logistics,3.7,(505),505
Titagarh Rail Systems,2.6,(505),505
Allana Group of Companies,3.7,(505),505
Texmo Industries,3.7,(504),504
House of EdTech,4.2,(503),503
Invesco,3.6,(503),503
Mahanagar Gas,4.1,(505),505
Visa,3.4,(504),504
Jiva Ayurvedic Pharmacy,3.8,(503),503
Avalara Technologies,2.8,(509),509
Welspun Transformation Services Limited,4.1,(502),502
India Glycols,4.0,(502),502
L. N. Malviya Infra Projects Group,3.1,(503),503
Buzzworks Business Services,3.5,(501),501
Knowledgeworks Global,2.9,(502),502
Encube Ethicals,3.7,(502),502
Vakrangee,3.6,(501),501
Siemens Healthineers,3.9,(501),501
Symbiotec Pharmalab,3.9,(501),501
Medikabazaar,4.2,(500),500
Flowserve,3.7,(501),501
Kellton,2.9,(500),500
NTPC GE Power Services,3.9,(501),501
Cosmo Films,3.7,(499),499
Everforth Quinnox,3.9,(499),499
Paradeep Phosphates,3.8,(500),500
C-Edge Technologies,3.7,(499),499
Maersk Line,4.0,(499),499
Otsuka Pharmaceutical India Private Limited,4.1,(499),499
Equiniti,3.6,(499),499
Future Lifestyle Fashion,4.2,(498),498
AIG Hospital,4.2,(501),501
Samsung Display,3.8,(498),498
WM Universal Solutions Private Limited,3.6,(498),498
GD Goenka Public School,3.3,(498),498
Sterling Holiday Resort,3.8,(498),498
Ppap Automotive,3.7,(498),498
Common Service Centres,4.4,(498),498
Mediamint,2.8,(497),497
Thales,3.5,(498),498
Think Gas Ludhiana,3.6,(497),497
SUEZ Group,4.2,(498),498
Lite Bite Foods,4.4,(496),496
HealthifyMe,2.7,(496),496
NJ India Invest,3.7,(495),495
SBI Mutual Fund,3.7,(495),495
Matrix Business Services,3.5,(495),495
Aditya Birla Housing Finance,3.8,(495),495
Technico Industries,3.6,(495),495
Technico Industries,3.6,(495),495
Fynd,2.9,(494),494
Bira 91,3.3,(494),494
Giesecke & Devrient,3.4,(493),493
ESDS Software Solutions,3.3,(492),492
Juniper Networks,4.2,(492),492
Aludecor Lamination,3.8,(492),492
Alpla,3.9,(492),492
Jumbotail Technologies,3.6,(493),493
Mediterranean Shipping Company,4.0,(491),491
Bridgestone India Automotive Products,4.1,(491),491
Plastic Omnium,3.8,(491),491
RND Softech,3.1,(491),491
Numeric UPS,4.0,(492),492
Grindwell Norton,3.6,(491),491
Clove Dental,4.0,(491),491
Clix Capital Services,4.0,(490),490
Akamai Technologies,4.4,(491),491
Xanadu,3.6,(490),490
Dow Chemical International Private Limited,3.5,(490),490
Godrej Interio,3.9,(489),489
TresVista,2.3,(490),490
Gopal Snacks Limited,4.2,(490),490
Ivrcl Infrastructures & Projects,4.3,(488),488
Cadbury,4.3,(488),488
Go First,3.9,(488),488
Confidence Petroleum India,3.2,(488),488
Kaynes Technology,3.1,(488),488
ZF Friedrichshafen,3.8,(488),488
Trimax IT Infrastructure Services,3.7,(487),487
Avery Dennison,3.6,(488),488
Onshore Construction,3.8,(488),488
Sany Heavy Industry,3.6,(487),487
National Commodities Management Services,4.0,(487),487
Honda Logistics,3.5,(487),487
Cloud4C,3.5,(487),487
Xerox,3.7,(486),486
Westin,4.1,(486),486
Grant Thornton Bharat,3.3,(486),486
Nash Industries,3.3,(485),485
Mikuni,4.1,(485),485
MKC Infrastructure Ltd.,3.4,(485),485
Tetra Pak,4.1,(485),485
Sadbhav Engineering,4.2,(485),485
Greenpanel Industries,3.9,(484),484
Purplle.com,3.5,(484),484
Bhilosa Industries,3.6,(484),484
Landis+Gyr,2.9,(484),484
Shalimar Paints,3.5,(485),485
Jindal Aluminium,3.9,(484),484
Atyati Technologies,3.9,(484),484
CS TECH Ai,3.9,(484),484
Star Bazaar,3.7,(484),484
Thought Focus,3.2,(484),484
Saud Bahwan Group,3.7,(483),483
Suzlon Global Services,3.8,(482),482
Espire Infolabs,2.3,(482),482
Meghmani Organics,3.8,(482),482
Cera Sanitaryware,4.0,(482),482
Teradata,3.5,(481),481
Paharpur Cooling Towers,3.9,(481),481
Speridian Technologies,3.5,(481),481
Ramco Industries,4.1,(482),482
Tata International,3.5,(481),481
Teradata,3.5,(481),481
Keysight Technologies,3.8,(481),481
Liberty General Insurance,3.6,(481),481
Central Public Works Department,4.1,(481),481
Visaka Industries,3.8,(480),480
GM Modular,3.8,(480),480
Sayaji Hotels,4.1,(479),479
Qcon,4.3,(481),481
Riya Travel,3.6,(479),479
Jupiter Hospital,4.0,(479),479
Henkel Adhesives Technologies,4.1,(479),479
LuLu Group International,3.4,(479),479
Yethi Consulting,3.4,(479),479
Allied Blenders & Distillers,4.0,(480),480
Stryker,3.8,(479),479
MagicPin,2.5,(479),479
Hyundai Glovis,3.6,(478),478
AIRBUS,3.6,(478),478
Prime Focus Technologies,3.1,(479),479
Bhagwati Products,3.5,(479),479
Anthem Biosciences,3.9,(478),478
Bharat Seats,3.7,(479),479
McNally Bharat Engineering,3.9,(478),478
In Time Tec Visionsoft,3.2,(477),477
Pawzz,4.5,(490),490
NBTC GROUP,3.4,(479),479
Realme,3.6,(477),477
Bahwan Engineering,4.0,(477),477
Revent Group,3.8,(476),476
SBI Capital Markets,3.6,(476),476
Stovekraft,3.9,(476),476
Dana India,4.0,(476),476
Tekion,3.6,(478),478
GHCL Limited,3.9,(476),476
Loadshare Networks,3.5,(475),475
LT Foods,3.8,(475),475
Loadshare Networks,3.5,(475),475
Kiswok Industries,3.3,(475),475
Oriental Structural Engineers,4.3,(474),474
Anunta Technology Management Services,3.3,(475),475
Gaurs Group,4.2,(475),475
Symphony,4.6,(474),474
Torrent Gas,3.1,(474),474
Zypp Electric,4.0,(474),474
Seoyon E-hwa Automotive,3.5,(473),473
Texmaco Rail and Engineering,3.8,(473),473
British Council,3.5,(473),473
Magneti Marelli Motherson Auto System,3.9,(472),472
AQM Technologies,3.0,(471),471
NKG Infrastructure,3.2,(472),472
Orion Innovation,3.5,(472),472
Bandhan Life,3.3,(473),473
Marble Box,3.8,(472),472
Gokaldas Exports,3.9,(472),472
Aimil Pharmaceuticals,3.6,(472),472
Pocket FM,2.7,(472),472
Indofil Industries,4.1,(472),472
Mymd Healthcare,4.2,(471),471
Pratham Education Foundation,4.2,(471),471
iNurture Education Solutions,2.5,(471),471
Dharampal Premchand,4.3,(471),471
Iksula,3.2,(470),470
Mahle Anand Thermal Systems,4.1,(471),471
Sulekha.com,3.3,(470),470
Puravankara,3.4,(471),471
Kyungshin Industrial Motherson,3.3,(470),470
Balmer Lawrie,3.5,(469),469
Polestar Analytics,4.1,(471),471
Venky's,3.7,(469),469
Paper Boat(Hector Beverages Pvt. Ltd.),3.9,(469),469
Red Hat,4.4,(469),469
SMEC,3.7,(469),469
Aizant Drug Research Solutions,4.2,(468),468
St. Xavier's High School,3.7,(469),469
Kolte Patil Developers,4.1,(469),469
Novotel Hotels,3.9,(468),468
Kolte Patil Developers,4.1,(469),469
Yusen Logistics,3.9,(467),467
Del Monte Foods,4.0,(467),467
Eurokids,4.0,(467),467
Caresoft Global,3.3,(468),468
Birla White,4.0,(467),467
Majesco,3.1,(466),466
Dun & Bradstreet,3.1,(466),466
Ergode,3.1,(466),466
Synopsys,3.5,(466),466
Bajaj Auto Credit,3.9,(467),467
Honour Lab,3.9,(466),466
Sahyadri Hospital,4.2,(466),466
Emergys,3.4,(465),465
Vision India Services,4.0,(465),465
RPG Life Sciences,3.6,(465),465
Flamingo Pharmaceuticals,3.1,(465),465
Yutika Natural,3.6,(467),467
CodeClouds,3.9,(464),464
Saudi Binladin Group,4.2,(464),464
Subex,3.4,(464),464
Bada Business,4.0,(464),464
Ashapura Group Of Industries,4.1,(464),464
Prodair Air Products,3.7,(463),463
Essjay Ericsson,4.2,(463),463
Allegis Group,3.4,(463),463
Rapido,3.5,(463),463
ITI,3.7,(463),463
Railtel Corporation Of India,3.6,(463),463
Haleon,3.5,(464),464
Neilsoft,3.0,(462),462
Tutopia,4.5,(462),462
TruBridge Healthcare Private Limited,3.8,(462),462
Aculife Healthcare,3.1,(464),464
Bharat Bijlee,4.2,(462),462
Ozone Overseas,3.9,(462),462
Midland Microfin Limited,3.5,(461),461
Zscaler Softech,3.2,(461),461
Nuvama Wealth and Investment,3.3,(461),461
Kataria Automobiles,3.6,(462),462
JNS Instruments,3.9,(461),461
HealthKart,3.9,(461),461
Miracle Software Systems,3.8,(461),461
Flatworld Solutions,3.2,(461),461
Cipla Health,4.2,(460),460
Freecharge,3.7,(461),461
ELGI Equipments,4.0,(460),460
The Indian Hotels Company,3.9,(459),459
ByteDance,4.1,(460),460
Godrej Jersey,4.1,(461),461
Echobooom Management & Entrepreneurial Solutions,3.9,(459),459
Prism Cement,4.0,(459),459
NetApp,3.6,(459),459
B. Braun Medical,4.1,(459),459
Bengal Beverages,3.0,(459),459
Brembo Brake India,4.0,(459),459
Ciena,3.9,(458),458
Khadims,3.6,(458),458
LKQ INDIA,3.3,(459),459
Rieter,3.3,(457),457
Go Colors,3.9,(457),457
AVAYA,3.3,(457),457
Konexions Back Office Services,2.6,(458),458
Corona Remedies,4.2,(457),457
Almarai,4.2,(458),458
SirionLabs,3.9,(457),457
Clean Harbors,3.3,(456),456
ZUCOL Services,3.8,(456),456
Reliance Infrastructure,4.1,(456),456
Portea Medical,3.7,(456),456
Fuji Electric,3.7,(455),455
Toyota,4.2,(455),455
Mjunction Services,3.8,(455),455
BSCPL Infrastructure,3.9,(455),455
Falcon Autotech,3.8,(456),456
OLX Autos,3.9,(454),454
Indian Immunologicals,4.0,(454),454
InfoBeans,3.3,(453),453
Usha Martin,4.0,(453),453
Tata Steel Utilities and Infrastructure Services,3.6,(453),453
Thrillophilia,3.7,(453),453
Regency Hospital Ltd,4.0,(453),453
InfoBeans,3.3,(453),453
Mungi Group,3.9,(453),453
Vijai Electricals,3.6,(452),452
Transasia Bio-Medicals,3.2,(453),453
SMFG India Home Finance Co,3.7,(452),452
NR Switch N Radio Services,3.8,(452),452
NOON.COM,3.2,(453),453
Meyer Organics,3.6,(452),452
Knack RCM,3.1,(452),452
Talbros,3.9,(452),452
TriGeo Technologies,3.2,(451),451
Group Bayport,4.2,(452),452
Tata Steel Colors,3.7,(451),451
Kaya Skin Clinic,3.4,(451),451
Tata Steel Downstream Products,3.6,(452),452
Indian Political Action Committee,2.8,(451),451
TCL,4.1,(451),451
Flipkart Health+,3.6,(451),451
e2open,3.4,(451),451
UNIVO Education,3.4,(451),451
Orient Craft,3.9,(450),450
Deluxe Entertainment,3.5,(450),450
State Street Bank,3.4,(449),449
FabHotels,3.1,(449),449
Cimpress,3.8,(449),449
Tyger Capital,3.9,(449),449
Intercontinental Exchange,3.2,(448),448
DB Power Limited,4.7,(448),448
Fossil Group,3.9,(448),448
Ingersoll Rand,3.8,(448),448
Karvy Data Management,3.1,(447),447
OnePlus,3.8,(448),448
SPAR Hypermarkets,4.0,(448),448
Chettinad Cements,3.8,(447),447
Dee Piping System,4.1,(447),447
Adani Logistics,3.7,(448),448
CMA CGM Global Business Services,4.0,(447),447
SABIC,4.1,(447),447
Sunwoda Electronic India Pvt Ltd,3.9,(448),448
Montecarlo Construction,4.2,(447),447
Alankit,3.3,(457),457
NIFTEL COMMUNICATIONS,3.6,(446),446
Premium Transmission,3.3,(446),446
Webkul Software,3.9,(446),446
Axis Finance,3.8,(445),445
Theobroma Foods,3.9,(445),445
Nexteer Automotive,3.9,(446),446
Arvind Fashions,3.7,(445),445
GS Lab,3.7,(444),444
Vcare Trichology,3.5,(444),444
FM LOGISTIC,4.0,(444),444
Aptech,3.3,(444),444
Freyr Solutions,3.6,(444),444
DesignTech Systems,3.4,(444),444
Indian Institute of Technology Gandhinagar,4.2,(444),444
Siyaram Silk Mills,3.9,(443),443
H & R Johnson,3.5,(443),443
Skillmine Technology Consulting,3.8,(445),445
Mahindra Lifespace Developers,4.2,(443),443
Infosys Consulting,3.4,(442),442
Rakuten Symphony,3.6,(442),442
NeoGrowth Credit,2.9,(446),446
SoftwareOne,3.7,(442),442
Shiprocket Private Limited,3.4,(442),442
Bonfiglioli Transmissions Limited,3.5,(442),442
Fitelo,3.1,(443),443
T.v. Sundram Iyengar & Sons,3.9,(442),442
AppInventiv Technologies,3.9,(442),442
Mazagon Dock,4.2,(441),441
Marksans Pharma,3.4,(442),442
International Automotive Components,3.9,(441),441
Calsoft,2.8,(441),441
Kothari Agritech,4.2,(441),441
Ami Lifesciences,3.8,(441),441
K D Hospital,4.5,(440),440
Aker Solutions,4.0,(440),440
Western Union,2.8,(440),440
Asian Granito India,3.6,(440),440
Lambda Therapeutic Research,3.8,(440),440
Citykart Retail,3.7,(440),440
A. O. Smith India Water Products Private Limited,3.5,(439),439
KLAY Preschool and Daycare,3.5,(439),439
Spice Money,4.2,(439),439
Orient Bell,3.4,(439),439
ZTE Corporation,4.1,(439),439
National Organic Chemical Industries,3.7,(439),439
Imarticus Learning,3.9,(439),439
Nidec Corporation,3.6,(440),440
Jyoti CNC Automation,3.9,(439),439
TotalEnergies,3.7,(438),438
PULSUS HealthTech Group,3.2,(438),438
ANR Software Private Limited,4.1,(438),438
Ind-Swift Laboratories,3.8,(438),438
Powerweave,3.3,(438),438
GTL Infrastructure,4.2,(438),438
Motilal Oswal Private Wealth Management,4.5,(437),437
Impact Guru,3.5,(437),437
Groupon,3.0,(437),437
Motilal Oswal Private Wealth Management,4.5,(437),437
Impact Guru,3.5,(437),437
Intelizign Lifecycle Services,3.8,(437),437
Groupon,3.0,(437),437
Honeywell International India,4.0,(437),437
Nous Infosystems,3.5,(437),437
Hero Housing Finance,3.8,(436),436
IIMI Image Management Private Limited,4.0,(436),436
Bmm Ispat,3.9,(436),436
Learning Routes,4.5,(436),436
Baramati Agro,3.8,(437),437
Paynearby Technologies,4.0,(436),436
Tally Solutions,4.0,(436),436
Flipkart Wholesale,3.9,(437),437
Mintifi,3.4,(436),436
Lotte India Corporation,4.0,(436),436
Entrata,3.8,(435),435
RSWM Limited,4.0,(435),435
Kutchina,3.4,(435),435
Carrier Midea,3.5,(435),435
Nowfloats Technologies,3.8,(435),435
Entrata,3.8,(435),435
RSWM Limited,4.0,(435),435
Haldia Petrochemicals,3.7,(435),435
360 Realtors,3.5,(435),435
Mann And Hummel Filter,3.8,(436),436
Ramada,3.8,(434),434
Samsung C&T,4.2,(434),434
Ashiana Housing,4.0,(434),434
Nagarjuna Fertilizers and Chemicals,4.1,(434),434
Astra Microwave Products,4.0,(434),434
Ensono,4.0,(435),435
India Nippon Electricals,3.6,(434),434
Chambal Fertilisers And Chemicals,3.7,(434),434
Eurofins It Solutions,2.8,(433),433
Samsonite,4.1,(433),433
IMS People,3.6,(435),435
Self Practice,4.4,(433),433
Europa Locks,3.8,(433),433
CWT,3.4,(433),433
Self Practice,4.4,(433),433
CES,3.3,(433),433
Capital Foods,4.2,(432),432
Desun Hospital & Heart Institute,3.8,(434),434
Le Méridien,4.1,(432),432
Pon Pure Chemical,3.6,(432),432
YKK,3.7,(432),432
Novartis Healthcare,4.0,(431),431
ABCI Infrastructures,3.3,(432),432
Motherhood Hospital,3.6,(430),430
Reshamandi,3.5,(430),430
B.C. Jindal Group of Companies,3.9,(429),429
Buhler,3.8,(429),429
Samsung SDS,2.9,(429),429
Mahindra Last Mile Mobility,3.7,(429),429
Hike Education Private Limited,4.3,(429),429
TTK Healthcare,4.1,(428),428
NCSI Technologies Pvt Ltd,3.6,(428),428
Shyam Sel & Power,3.7,(428),428
Oberoi Realty,4.3,(427),427
Franchise India Brands,2.9,(427),427
NR Consulting,4.6,(428),428
Oberoi Realty,4.3,(427),427
Universal Corporation,3.6,(427),427
Aka Logistics,3.2,(427),427
Uniparts Group,3.7,(427),427
AIMLAY,4.7,(427),427
Nettur Technical Training Foundation,3.6,(426),426
Prolifics Corporation,3.6,(426),426
Sagar Cements,4.3,(426),426
Secure Value,3.4,(425),425
Daimler Truck,3.6,(425),425
Global Indian International School,4.2,(425),425
Indiafilings,3.9,(425),425
Bonace Engineers,4.0,(425),425
Zealous Services,2.6,(424),424
Owens Corning,3.6,(424),424
Rama Medical College Hospital & Research Centre,3.7,(425),425
Starbucks,4.1,(424),424
DataMetica,3.0,(425),425
Saama Technologies,3.7,(424),424
Bangalore International Airport,4.3,(424),424
Medica Superspecialty Hospital,3.9,(425),425
Viva Composite Panel,4.5,(424),424
Tagros Chemicals,3.5,(424),424
Indigo Paints,3.8,(425),425
V-Xpress,3.9,(423),423
Educomp Solutions,3.4,(423),423
Capital Trust,3.4,(423),423
Roca Bathroom Products,3.7,(423),423
ITC Limited - Paperboards Specialty Papers Division,3.9,(423),423
Metrochem Api,3.1,(423),423
National Bulk Handling Corporation,4.0,(423),423
The Belgian Waffle co,4.4,(423),423
Enphase Energy,2.6,(422),422
myGate,3.0,(422),422
Apex Laboratories,3.9,(422),422
Accelya Solutions India Limited,3.4,(422),422
Aliens Group,3.8,(422),422
Gtpl Hathway,4.0,(422),422
Venus Remedies,4.2,(422),422
MyMoneyMantra,3.2,(423),423
Adani Infra,3.7,(421),421
Havmor Ice Cream,4.1,(421),421
Indian Overseas Bank,3.4,(421),421
Unilever Global,3.6,(421),421
CogentHubCX.AI,3.2,(421),421
Qwik Supply Chain,3.9,(421),421
Balaji Wafers,4.3,(421),421
ArisGlobal,2.8,(420),420
Raptakos Brett and Company,3.4,(420),420
Essar Group,3.8,(420),420
HYT Engineering Company Pvt Ltd,3.2,(421),421
Himatsingka Seide,3.5,(420),420
Dorset Industries,4.4,(421),421
Pole To Win,3.2,(420),420
Indus Net Technologies,3.0,(420),420
Ipsos,3.1,(420),420
P.D. Hinduja National Hospital and Medical Research Centre,3.9,(422),422
Virchow Biotech,3.3,(419),419
CGI India,4.1,(419),419
Slice,3.2,(421),421
Virchow Biotech,3.3,(419),419
PC Jewellers,3.8,(418),418
PowerSchool India,3.3,(418),418
Magus Customer Dialog,3.7,(418),418
Copeland,3.9,(418),418
Fortis Escorts Hospital,4.2,(418),418
Odessa,3.6,(418),418
BPTP,4.1,(418),418
Gujarat Ambuja Exports,3.3,(419),419
Aramex,3.3,(417),417
Indian Space Research Organisation,4.6,(419),419
VRB Consumer Products Private Limited,4.1,(418),418
SKH Y-TEC,3.9,(417),417
Bharat Aluminium Company (BALCO),3.9,(418),418
Jubilant Biosys,3.5,(417),417
GRT Jewellers,4.1,(417),417
CapeStart,4.6,(417),417
SHARE Microfin,4.1,(416),416
Onsitego,3.6,(416),416
Euler Motors,3.7,(416),416
Kanpur Fertilizers & Chemicals,3.7,(416),416
Bank of Maharashtra,3.3,(416),416
Merck,4.0,(416),416
Greet Technologies,2.7,(415),415
Workcell Solutions,3.5,(415),415
V-bazaar Retail,3.9,(415),415
Eversendai,3.5,(414),414
Gold Plus Glass,3.4,(414),414
Dodsal Engineering & Construction,4.5,(414),414
Core Integra Consulting Services,3.4,(415),415
Win Medicare,4.2,(414),414
Oda Class,2.9,(413),413
Schoolnet India,3.8,(413),413
Invensis Technologies,3.4,(414),414
RDC Concrete (India),3.9,(413),413
Manhattan Associates,3.3,(413),413
M Baazar,3.8,(413),413
Piramal Swasthya,4.1,(413),413
Hindustan Foods,3.6,(412),412
Spoton Logistics,4.4,(412),412
STUDDS Accessories Limited,4.0,(412),412
Dixit Infotech Services,3.5,(412),412
Kailash Hospital,3.9,(413),413
Munjal Showa,3.2,(411),411
UCAL Fuel Systems,3.8,(411),411
Auro Realty Private Limited,4.4,(411),411
Air Liquide,3.4,(411),411
SML Isuzu,4.1,(412),412
Sarvodaya Hospital,3.8,(412),412
Recpdcl.ltd,4.1,(411),411
MAYORA,3.9,(410),410
ICFAI University,3.6,(410),410
PGP Glass,4.0,(411),411
Thyssenkrupp Industrial Solutions,4.1,(409),409
Black Knight,3.5,(409),409
L&T Heavy Engineering,3.7,(409),409
SMS India Private Limited,4.1,(410),410
RCM,4.1,(409),409
eNoah iSolution,3.8,(409),409
LOGISTEED India Pvt. Ltd.,4.0,(409),409
Stanley Black & Decker,3.7,(409),409
Cheil India,2.9,(409),409
Bses Yamuna Power,3.7,(409),409
Venkateshwara Hatcheries,3.8,(408),408
Hanon Systems,4.0,(408),408
The Hans Foundation,4.1,(408),408
Gravita,4.4,(408),408
Etech Global Services,3.6,(408),408
Azentio,3.1,(408),408
Hexagon Nutrition,4.1,(408),408
Acadecraft,3.6,(408),408
TVS Mobility,4.0,(408),408
American Axle & Manufacturing,4.3,(407),407
The Phoenix Mills,3.9,(408),408
Writer Corporation,3.3,(407),407
Adroit Synergies,3.2,(407),407
Al Turki Enterprises,3.5,(407),407
MRF Vapocure Paints,4.0,(407),407
American Axle & Manufacturing,4.3,(407),407
Aeries Technology,3.1,(407),407
Muthoot Housing Finance Company,4.1,(407),407
Broadcom,3.3,(406),406
Welspun Flooring,3.8,(406),406
Uplers,3.6,(406),406
CEVA Logistics,3.8,(407),407
Roop Automotives,4.2,(406),406
Connectwise India,3.3,(405),405
Kuehne + Nagel,3.6,(405),405
Huron,3.6,(405),405
ClearTax,3.0,(405),405
ABC Consultants,3.9,(405),405
Nyati Group,4.2,(407),407
Marelli Motherson Automotive Lighting,3.7,(405),405
Pearson Education India,3.8,(404),404
Burns & McDonnell,4.1,(404),404
National Fertilizers,4.3,(404),404
Mettler-Toledo,3.5,(404),404
Karamtara Engineering Limited,3.6,(404),404
Federal Mogul Goetze,3.9,(403),403
SolarSquare Energy,3.0,(405),405
Mantra Properties,4.3,(403),403
Sunstone,3.7,(403),403
GMR Hyderabad International Airport,4.0,(404),404
S. M. Auto Engineering,3.4,(403),403
Tirumala Milk Products,4.2,(403),403
GE Vernova T&D India,4.1,(403),403
Gps Renewables,4.0,(402),402
Bosch Rexroth India,3.9,(402),402
Call 2 Connect,2.4,(402),402
Cooper Corporation,4.1,(402),402
CANTABIL RETAIL INDIA,3.9,(403),403
Thermax Babcock Wilcox Energy Solutions,4.1,(402),402
Wonderla Holidays,4.4,(403),403
Dorf Ketal Chemicals,4.0,(401),401
SPRINKLR,2.9,(401),401
Mindlance,3.6,(401),401
Hajee A P Bava Construction,3.8,(401),401
Shree Baidyanath Ayurved Bhawan,3.9,(401),401
Leixir Dental Group,4.5,(400),400
Hurix Digital,3.1,(400),400
Konecranes,3.9,(400),400
Icertis,3.3,(400),400
Tudip Technologies,3.8,(400),400
Parksons Packaging,4.1,(400),400
Netlink Software,3.1,(400),400
D.p. Jain & Co. Infrastructure Pvt .,3.1,(399),399
Medline Industries India Private Limited,3.8,(399),399
Nobel Hygiene,3.9,(400),400
Triumphant Institute of Management Education,3.7,(399),399
Evoke Technologies,3.7,(400),400
AccorHotels,4.3,(400),400
BCH Electric,4.0,(399),399
VTP Realty,3.5,(399),399
Ambuja Neotia,3.8,(398),398
Kcc Buildcon,4.0,(398),398
Indian Metals & Ferro Alloys,3.7,(398),398
Agilent Technologies,3.9,(398),398
ABM Knowledgeware,3.7,(398),398
Publicis,3.5,(398),398
